"Account_status" "Duration" "Credit_history" "Purpose" "Amount" "Savings" "Employment" "Installment_rate" "Guarantors" "Resident_since" "Property" "Age" "Other_plans" "Housing" "Num_credits" "Job" "People_maintenance" "Phone" "Foreign" "BAD" "Female" "probability" "predicted"
"864" "no checking account" 27 "critical account / other credits existing (not at this bank)" "furniture / equipment" 4526 ">= 1000 DM" "< 1 year" 4 "none" 2 "real estate" 32 "stores" "A152" 2 "unskilled - resident" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.29411765 0
"865" "no checking account" 10 "existing credits paid back duly till now" "furniture / equipment" 2210 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "real estate" 25 "bank" "A151" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.15642458 0
"866" "no checking account" 15 "existing credits paid back duly till now" "furniture / equipment" 2221 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 2 "none" 4 "car or other" 20 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.31111111 0
"867" "< 0 DM" 18 "existing credits paid back duly till now" "radio / television" 2389 "< 100 DM" "< 1 year" 4 "none" 1 "car or other" 27 "stores" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.5 0
"868" "no checking account" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 3331 "< 100 DM" ">= 7 years" 2 "none" 4 "building society savings agreement / life insurance" 42 "stores" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.16836735 0
"869" "no checking account" 36 "existing credits paid back duly till now" "business" 7409 "unknown / no savings account" ">= 7 years" 3 "none" 2 "building society savings agreement / life insurance" 37 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.2032967 0
"870" "< 0 DM" 12 "existing credits paid back duly till now" "furniture / equipment" 652 "< 100 DM" ">= 7 years" 4 "none" 4 "building society savings agreement / life insurance" 24 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.64864865 1
"871" "no checking account" 36 "delay in paying off in the past" "furniture / equipment" 7678 "500 <= ... < 1000 DM" "4  <= ... < 7 years" 2 "none" 4 "car or other" 40 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.17058824 0
"872" ">= 200 DM" 6 "critical account / other credits existing (not at this bank)" "car (new)" 1343 "< 100 DM" ">= 7 years" 1 "none" 4 "real estate" 46 "none" "A152" 2 "skilled employee / official" 2 "none" "no" "GOOD" "Female" 0.06666667 0
"873" "< 0 DM" 24 "critical account / other credits existing (not at this bank)" "business" 1382 "100 <= ... <  500 DM" "4  <= ... < 7 years" 4 "none" 1 "real estate" 26 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.36216216 0
"874" "no checking account" 15 "existing credits paid back duly till now" "domestic appliances" 874 "unknown / no savings account" "< 1 year" 4 "none" 1 "real estate" 24 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.18032787 0
"875" "< 0 DM" 12 "existing credits paid back duly till now" "furniture / equipment" 3590 "< 100 DM" "1  <= ... < 4 years" 2 "co-applicant" 2 "building society savings agreement / life insurance" 29 "none" "A152" 1 "unskilled - resident" 2 "none" "yes" "GOOD" "Female" 0.26530612 0
"876" "0 < ... <  200 DM" 11 "critical account / other credits existing (not at this bank)" "car (new)" 1322 ">= 1000 DM" "1  <= ... < 4 years" 4 "none" 4 "car or other" 40 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.20304569 0
"877" "< 0 DM" 18 "all credits at this bank paid back duly" "radio / television" 1940 "< 100 DM" "< 1 year" 3 "co-applicant" 4 "unknown / no property" 36 "bank" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.63583815 1
"878" "no checking account" 36 "existing credits paid back duly till now" "radio / television" 3595 "< 100 DM" ">= 7 years" 4 "none" 2 "car or other" 28 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.20197044 0
"879" "< 0 DM" 9 "existing credits paid back duly till now" "car (new)" 1422 "< 100 DM" "< 1 year" 3 "none" 2 "unknown / no property" 27 "none" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.31693989 0
"880" "no checking account" 30 "critical account / other credits existing (not at this bank)" "radio / television" 6742 "unknown / no savings account" "4  <= ... < 7 years" 2 "none" 3 "building society savings agreement / life insurance" 36 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.10382514 0
"881" "no checking account" 24 "existing credits paid back duly till now" "car (used)" 7814 "< 100 DM" "4  <= ... < 7 years" 3 "none" 3 "car or other" 38 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.1011236 0
"882" "no checking account" 24 "existing credits paid back duly till now" "car (used)" 9277 "unknown / no savings account" "1  <= ... < 4 years" 2 "none" 4 "unknown / no property" 48 "none" "A153" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.19072165 0
"883" "0 < ... <  200 DM" 30 "critical account / other credits existing (not at this bank)" "car (new)" 2181 "unknown / no savings account" ">= 7 years" 4 "none" 4 "real estate" 36 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.20245399 0
"884" "no checking account" 18 "critical account / other credits existing (not at this bank)" "radio / television" 1098 "< 100 DM" "unemployed" 4 "none" 4 "car or other" 65 "none" "A152" 2 "unemployed / unskilled  - non-resident" 1 "none" "yes" "GOOD" "Male" 0.1160221 0
"885" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 4057 "< 100 DM" "4  <= ... < 7 years" 3 "none" 3 "car or other" 43 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.25842697 0
"886" "< 0 DM" 12 "existing credits paid back duly till now" "education" 795 "< 100 DM" "< 1 year" 4 "none" 4 "building society savings agreement / life insurance" 53 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.51648352 1
"887" "0 < ... <  200 DM" 24 "critical account / other credits existing (not at this bank)" "business" 2825 "unknown / no savings account" "4  <= ... < 7 years" 4 "none" 3 "unknown / no property" 34 "none" "A152" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.18232044 0
"888" "0 < ... <  200 DM" 48 "existing credits paid back duly till now" "business" 15672 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "car or other" 23 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.81609195 1
"889" "no checking account" 36 "critical account / other credits existing (not at this bank)" "car (new)" 6614 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 34 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.25301205 0
"890" "no checking account" 28 "all credits at this bank paid back duly" "car (used)" 7824 "unknown / no savings account" "< 1 year" 3 "guarantor" 4 "real estate" 40 "bank" "A151" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.42613636 0
"891" "< 0 DM" 27 "critical account / other credits existing (not at this bank)" "business" 2442 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 43 "stores" "A152" 4 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.43298969 0
"892" "no checking account" 15 "critical account / other credits existing (not at this bank)" "radio / television" 1829 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 46 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.01162791 0
"893" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 2171 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "building society savings agreement / life insurance" 38 "bank" "A152" 2 "unskilled - resident" 1 "none" "no" "GOOD" "Female" 0.43292683 0
"894" "0 < ... <  200 DM" 36 "critical account / other credits existing (not at this bank)" "car (used)" 5800 "< 100 DM" "1  <= ... < 4 years" 3 "none" 4 "car or other" 34 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.3625731 0
"895" "no checking account" 18 "critical account / other credits existing (not at this bank)" "radio / television" 1169 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 3 "building society savings agreement / life insurance" 29 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.05464481 0
"896" "no checking account" 36 "delay in paying off in the past" "car (used)" 8947 "unknown / no savings account" "4  <= ... < 7 years" 3 "none" 2 "car or other" 31 "stores" "A152" 1 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.13559322 0
"897" "< 0 DM" 21 "existing credits paid back duly till now" "radio / television" 2606 "< 100 DM" "< 1 year" 4 "none" 4 "building society savings agreement / life insurance" 28 "none" "A151" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.57575758 1
"898" "no checking account" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 1592 ">= 1000 DM" "4  <= ... < 7 years" 3 "none" 2 "building society savings agreement / life insurance" 35 "none" "A152" 1 "skilled employee / official" 1 "none" "no" "GOOD" "Male" 0.07142857 0
"899" "no checking account" 15 "existing credits paid back duly till now" "furniture / equipment" 2186 "unknown / no savings account" "4  <= ... < 7 years" 1 "none" 4 "real estate" 33 "bank" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.24157303 0
"900" "< 0 DM" 18 "existing credits paid back duly till now" "furniture / equipment" 4153 "< 100 DM" "1  <= ... < 4 years" 2 "co-applicant" 3 "car or other" 42 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.27567568 0
"901" "< 0 DM" 16 "critical account / other credits existing (not at this bank)" "car (new)" 2625 "< 100 DM" ">= 7 years" 2 "guarantor" 4 "building society savings agreement / life insurance" 43 "bank" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.46842105 0
"902" "no checking account" 20 "critical account / other credits existing (not at this bank)" "car (new)" 3485 "unknown / no savings account" "< 1 year" 2 "none" 4 "real estate" 44 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.10526316 0
"903" "no checking account" 36 "critical account / other credits existing (not at this bank)" "car (used)" 10477 "unknown / no savings account" ">= 7 years" 2 "none" 4 "unknown / no property" 42 "none" "A153" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.16111111 0
"904" "no checking account" 15 "existing credits paid back duly till now" "radio / television" 1386 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 2 "real estate" 40 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.05729167 0
"905" "no checking account" 24 "existing credits paid back duly till now" "radio / television" 1278 "< 100 DM" ">= 7 years" 4 "none" 1 "real estate" 36 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.07446809 0
"906" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 1107 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "real estate" 20 "none" "A151" 1 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.49681529 0
"907" "< 0 DM" 21 "existing credits paid back duly till now" "car (new)" 3763 "unknown / no savings account" "4  <= ... < 7 years" 2 "co-applicant" 2 "real estate" 24 "none" "A152" 1 "unskilled - resident" 1 "none" "no" "GOOD" "Female" 0.4 0
"908" "0 < ... <  200 DM" 36 "existing credits paid back duly till now" "education" 3711 "unknown / no savings account" "1  <= ... < 4 years" 2 "none" 2 "car or other" 27 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.28350515 0
"909" "no checking account" 15 "delay in paying off in the past" "car (used)" 3594 "< 100 DM" "< 1 year" 1 "none" 2 "building society savings agreement / life insurance" 46 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.16384181 0
"910" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "car (new)" 3195 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 2 "real estate" 33 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.2513089 0
"911" "no checking account" 36 "delay in paying off in the past" "radio / television" 4454 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "real estate" 34 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.23333333 0
"912" "0 < ... <  200 DM" 24 "critical account / other credits existing (not at this bank)" "furniture / equipment" 4736 "< 100 DM" "< 1 year" 2 "none" 4 "car or other" 25 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.45 0
"913" "0 < ... <  200 DM" 30 "existing credits paid back duly till now" "radio / television" 2991 "unknown / no savings account" ">= 7 years" 2 "none" 4 "car or other" 25 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.21590909 0
"914" "no checking account" 11 "existing credits paid back duly till now" "business" 2142 ">= 1000 DM" ">= 7 years" 1 "none" 2 "real estate" 28 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.09770115 0
"915" "< 0 DM" 24 "all credits at this bank paid back duly" "business" 3161 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "building society savings agreement / life insurance" 31 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.63043478 1
"916" "0 < ... <  200 DM" 48 "no credits taken / all credits paid back duly" "others" 18424 "< 100 DM" "1  <= ... < 4 years" 1 "none" 2 "building society savings agreement / life insurance" 32 "bank" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "no" "BAD" "Male" 0.62569832 1
"917" "no checking account" 10 "existing credits paid back duly till now" "car (used)" 2848 "100 <= ... <  500 DM" "1  <= ... < 4 years" 1 "co-applicant" 2 "real estate" 32 "none" "A152" 1 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.05714286 0
"918" "< 0 DM" 6 "existing credits paid back duly till now" "car (new)" 14896 "< 100 DM" ">= 7 years" 1 "none" 4 "unknown / no property" 68 "bank" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.60233918 1
